ticket_id,issue_category,priority,resolution_time,cost_per_hour,client_type,escalation_count,satisfaction_score,total_cost,cost_efficiency
46,Unknown,Medium,1.772420477216416,60.0,Medium,0,4.490744021435182,16.273125982582137,0.259984442072822
47,Software,Medium,0.560135421561605,40.0,Small,0,4.490744021435182,22.4054168624642,0.19186772223814097
48,Software,Medium,1.772420477216416,90.0,Enterprise,0,4.669067380959091,100.1277469544614,0.046169993118323975
49,Unknown,Medium,1.772420477216416,60.0,Medium,0,4.4652446694510415,165.09223600670214,0.026884126415583087
50,Unknown,Medium,4.12080237581964,40.0,Small,0,4.60459450622414,164.8320950327856,0.027766606369616177
51,Hardware,Medium,2.1092569304368776,40.0,Small,0,4.30575156283184,84.3702772174751,0.0504361904771988
52,Hardware,Medium,1.772420477216416,40.0,Small,0,5.0,27.241445403628973,0.17704476270741829
53,Account/Access,Medium,0.3606419948892865,40.0,Small,2,4.869295620710115,314.42567979557145,0.015437220025541112
54,Network,Critical,5.300352703429587,40.0,Small,1,3.273227737170533,362.0141081371835,0.009016805859053765
55,Account/Access,High,2.41951066224391,40.0,Small,0,5.0,10.0,0.45454545454545453
56,Account/Access,Medium,0.9457298292760168,40.0,Small,0,4.380738443738564,37.82919317104066,0.11282074351742592
57,Software,Critical,8.324382154115318,40.0,Small,1,3.057533698083972,482.9752861646127,0.006317540968494875
58,Network,Medium,4.44412108092769,60.0,Medium,0,3.5987166779343984,266.64726485566143,0.01344574427044916
59,Hardware,Medium,1.842516206334064,60.0,Medium,0,4.867371435604414,110.55097238004385,0.0436336083115594
60,Hardware,Low,1.5629849102642337,40.0,Small,0,4.705713950842045,62.51939641056935,0.07408310243418867
61,Unknown,Critical,1.8532428092039683,40.0,Small,0,4.300532417220145,74.12971236815874,0.05724143327138285
62,Unknown,Medium,0.6282033340112261,40.0,Small,0,4.869206498768207,25.12813336044904,0.1863587586451497
63,Network,High,7.141992664492994,40.0,Small,2,2.827148645707547,585.6797065797198,0.004818896263157835
64,Unknown,High,1.1971199561235817,40.0,Small,1,4.490744021435182,197.88479824494328,0.02257962429036157
65,Unknown,Medium,1.145772141162416,40.0,Small,0,4.524340673708149,45.83088564649664,0.09661018815360818
66,Network,High,6.286098084983041,40.0,Small,1,3.704792503161598,401.4439233993217,0.009205735974016803
67,Network,Medium,2.9048323669443192,90.0,Enterprise,0,4.463410158187335,261.4349130249888,0.017007684331094824
68,Software,Medium,2.5234624409562274,90.0,Enterprise,0,4.012767119732599,227.1116196860605,0.01759124381850949
69,Unknown,High,5.381628687798442,90.0,Enterprise,0,3.709541796910863,484.3465819018598,0.007643078029672734
70,Software,Low,1.9022251096708644,40.0,Small,0,4.444074567455218,76.08900438683457,0.05764861802021387
71,Software,Medium,1.344819230366474,40.0,Small,0,5.0,53.79276921465896,0.09125291661043346
72,Software,Medium,1.772420477216416,60.0,Medium,0,4.68378126845294,131.4657104100299,0.03535844298086592
73,Account/Access,Medium,1.772420477216416,40.0,Small,0,4.211611792703845,132.07621102657777,0.03164811922592768
74,Software,Critical,4.7556513823887645,40.0,Small,3,4.019286039173124,640.2260552955506,0.00626812651479138
75,Hardware,Medium,3.5949137431396605,60.0,Medium,0,4.840423862092123,215.6948245883796,0.022337514849681807
76,Software,Medium,1.3493056049732342,90.0,Enterprise,0,4.756505717485257,121.43750444759108,0.03884843732274257
77,Software,Medium,0.6328977205674534,60.0,Medium,0,5.0,37.97386323404721,0.12829110550252165
78,Network,Medium,5.647711560897679,40.0,Small,0,4.179510668398906,225.90846243590715,0.01841936886588994
79,Network,Low,1.4925087142318498,40.0,Small,1,4.710239985277952,209.700348569274,0.022355159909616003
80,Account/Access,Medium,1.772420477216416,40.0,Small,0,4.522375176550596,54.23762713260924,0.08187127889642522
81,Network,Low,1.649895035664286,60.0,Medium,0,3.7202505528619856,98.99370213985716,0.037204848637953425
82,Software,Medium,1.772420477216416,40.0,Small,0,4.2245712450893045,55.00109469071423,0.07543729758178812
83,Account/Access,Medium,1.1429664153998675,40.0,Small,0,5.0,45.7186566159947,0.10702362529594203
84,Hardware,Medium,2.872715079123385,90.0,Enterprise,1,4.274204186048829,408.5443571211047,0.010436486577655179
85,Hardware,Low,1.7320409326252637,60.0,Medium,1,4.337619539154273,253.9224559575158,0.0170154470027433
86,Unknown,Medium,2.7212896898094106,60.0,Medium,1,4.277390655429349,313.27738138856466,0.013610240216876728
87,Account/Access,Medium,0.25,40.0,Small,0,4.490744021435182,10.0,0.40824945649410743
88,Unknown,Low,0.8144333549778925,40.0,Small,1,4.427046233252077,182.57733419911568,0.0241154293506099
89,Hardware,Medium,4.294394638248772,60.0,Medium,0,4.336927807878507,257.6636782949263,0.016766667189096324
90,Network,Medium,2.141911377120891,90.0,Enterprise,1,4.823447954812854,342.7720239408802,0.014030949637840108
91,Hardware,Medium,0.8072331807710224,40.0,Small,0,4.490744021435182,32.2893272308409,0.13490041388624796
92,Network,Low,2.424825088208701,40.0,Small,0,4.275044424423877,96.99300352834804,0.04362601686340969
93,Software,High,4.628059982164312,40.0,Small,0,3.912885052314561,185.1223992865725,0.021023181880918562
94,Software,Medium,1.8366685848562023,40.0,Small,0,4.490744021435182,73.4667433942481,0.06030536339772383
95,Unknown,Medium,1.772420477216416,40.0,Small,0,4.286468905524146,73.72151422620266,0.057365926666686926
96,Network,Critical,16.893623981393674,60.0,Medium,2,1.0,1313.6174388836205,0.0007606775708446442
97,Software,Medium,0.7348466339371653,40.0,Small,1,5.0,179.39386535748662,0.027717128795325147
98,Hardware,High,1.5385350439184349,40.0,Small,0,4.82693430030674,61.54140175673739,0.07717982272098257
99,Hardware,Medium,0.8976397772817556,40.0,Small,0,4.490744021435182,35.905591091270225,0.1216819427259475
100,Other,Medium,0.25,40.0,Small,0,5.0,10.0,0.45454545454545453
101,Unknown,High,2.939747641303061,60.0,Medium,0,4.490744021435182,176.38485847818367,0.02531638867016089
102,Network,Critical,3.475780003595937,40.0,Small,0,2.992088051216266,420.80236814092575,0.007093578123811288
103,Software,Medium,2.897307190522602,40.0,Small,0,3.620580510987227,115.89228762090409,0.03097364748929553
104,Unknown,Medium,2.061355529260832,60.0,Medium,1,4.703068940666847,273.6813317556499,0.01712190963472751
105,Account/Access,Critical,2.1253942638196874,40.0,Small,0,4.180260902637446,85.0157705527875,0.04859877294329461
106,Account/Access,Critical,3.475780003595937,60.0,Medium,0,3.4074515232903333,294.20022298351194,0.01154284874466593
107,Software,High,0.6548370948913026,90.0,Enterprise,0,5.0,58.93533854021723,0.08342323780560526
108,Software,Medium,4.793773078741714,40.0,Small,1,3.612467984304396,341.7509231496685,0.010539630210498209
109,Unknown,Medium,0.3231884073705193,60.0,Medium,0,5.0,19.39130444223116,0.24520255750018677
110,Other,Medium,1.4381753595665387,40.0,Small,0,4.490744021435182,57.52701438266155,0.07672942262309473
111,Unknown,Medium,1.4541532020849075,40.0,Small,0,4.490744021435182,58.16612808339631,0.0759005898629255
112,Software,Low,1.930200072348293,40.0,Small,0,5.0,77.20800289393172,0.06393207619405862
113,Software,Low,1.3905884008002003,60.0,Medium,0,5.0,103.50897472687264,0.047842781091931796
114,Network,Medium,0.8410798566736303,40.0,Small,0,4.5500848980949,33.64319426694521,0.13134137871450155
115,Hardware,Medium,1.96301768323723,40.0,Small,1,4.163911200419154,228.5207073294892,0.018141767027763808
116,Account/Access,High,2.55522920825965,60.0,Medium,0,4.200794941752121,153.31375249557902,0.0272224275141807
117,Account/Access,Medium,2.7940149352326875,60.0,Medium,0,4.490744021435182,167.64089611396125,0.02662903319963684
118,Account/Access,Medium,1.772420477216416,90.0,Enterprise,0,4.490744021435182,22.5,0.19109549027383751
119,Unknown,Medium,1.4479967441805948,90.0,Enterprise,1,4.558664167095601,280.31970697625354,0.016204567451367356
120,Network,Low,1.3610713240281829,40.0,Small,0,5.0,54.44285296112732,0.09018294934255372
121,Network,Medium,7.748588701544396,90.0,Enterprise,1,3.5390671863343663,847.3729831389957,0.004171593457914882
122,Network,Medium,2.9183772791403872,90.0,Enterprise,0,4.490744021435182,262.65395512263484,0.01703272010217475
123,Hardware,Medium,0.9911693173029014,60.0,Medium,0,5.0,59.47015903817408,0.08268541177216948
124,Software,Medium,0.25,40.0,Small,0,4.9556758279469415,10.0,0.45051598435881285
125,Hardware,Low,0.986685704239706,60.0,Medium,1,4.499039295344356,209.2011422543824,0.021403495942470586
126,Software,Medium,4.978930471010675,60.0,Medium,0,4.1076834289131074,298.7358282606405,0.0137043457659029
127,Software,High,8.050139245346168,60.0,Medium,0,2.591513805690842,483.00835472077006,0.005354274942600766
128,Unknown,High,0.2618048928478547,40.0,Small,0,4.170103657845254,10.472195713914187,0.3634965582732776
129,Hardware,Low,1.946392128721507,40.0,Small,0,4.905529293427945,77.85568514886026,0.062208948970102845
130,Unknown,Medium,3.200414414901918,60.0,Medium,1,3.9394439053609447,342.02486489411507,0.011484426665620792
131,Hardware,Low,2.1968570532711795,40.0,Small,0,4.928595805639103,87.87428213084718,0.05545581564735303
132,Other,Low,2.7231681211448837,60.0,Medium,0,4.490744021435182,163.390087268693,0.02731760835490726
133,Network,Medium,1.772420477216416,40.0,Small,0,4.340906737865958,209.35321051653935,0.020636275183090906
134,Software,Medium,1.0351652442432806,40.0,Small,0,5.0,41.406609769731226,0.11790614781870336
135,Network,Medium,1.772420477216416,60.0,Medium,0,4.32539528593446,112.8710623740526,0.03798502618449332
136,Unknown,Medium,1.772420477216416,60.0,Medium,0,5.0,57.27229083648906,0.08580407477080153
137,Other,Medium,3.4722230366396225,90.0,Enterprise,1,3.839834805691764,462.500073297566,0.00828443192764416
138,Software,Critical,3.456283845136425,40.0,Small,0,4.490744021435182,138.251353805457,0.032249194702329696
139,Account/Access,High,3.73397519436797,40.0,Small,0,4.353854412710067,149.3590077747188,0.02895639228501293
140,Hardware,Medium,0.3387624775511148,40.0,Small,0,5.0,13.550499102044594,0.3436308242716853
141,Software,High,3.3992763010111644,60.0,Medium,0,4.717762473692041,203.95657806066987,0.023018351098228817
142,Software,Low,0.8920837699746628,60.0,Medium,0,4.490744021435182,53.525026198479765,0.08236115293348342
143,Other,Medium,2.9529753609104232,90.0,Enterprise,0,4.410332078888806,265.76778248193807,0.016532476440206622
144,Network,Low,1.3905884008002003,40.0,Small,1,4.022941102071042,276.2789132284921,0.014508644221192295
145,Software,Medium,0.7382015282054906,40.0,Small,0,4.5975637226030885,29.528061128219623,0.15060123547620843
146,Software,Medium,0.6079543011767506,60.0,Medium,0,4.47733142165326,36.47725807060504,0.1194679560926848
147,Software,High,1.5822758372525576,40.0,Small,0,4.759894186016158,63.29103349010231,0.07403667241947433
148,Unknown,Critical,4.059536086611788,60.0,Medium,1,3.8119447394048542,393.57216519670726,0.009660957045726918
149,Software,Medium,1.772420477216416,60.0,Medium,1,3.65626002130133,539.5397061025708,0.006764091481204772
150,Hardware,High,4.141844582038421,60.0,Medium,1,4.500315800405309,398.51067492230527,0.011264569591990268
151,Account/Access,Low,2.0356518412979274,40.0,Small,0,4.532786615356903,81.4260736519171,0.05499214525853468
152,Account/Access,High,2.41951066224391,60.0,Medium,1,4.117839753398319,257.5655284210329,0.015925710509612365
153,Hardware,Medium,2.370153665324568,60.0,Medium,1,5.0,292.2092199194741,0.017052669767250776
154,Network,Medium,1.772420477216416,40.0,Small,1,4.375314353110437,219.7235895391418,0.019822595139222965
155,Hardware,Medium,2.78882461473246,40.0,Small,0,4.456594955402832,111.5529845892984,0.039595528911692386
156,Network,Medium,3.3123278848591933,90.0,Enterprise,1,4.3214666141674405,448.1095096373274,0.00962230039986725
157,Software,Medium,1.2668582083039857,40.0,Small,0,5.0,50.67432833215943,0.09675984500195735
158,Network,Medium,2.5718921717184373,90.0,Enterprise,0,4.88753097710246,231.47029545465932,0.021024324710146536
159,Account/Access,Critical,4.1559112947228165,40.0,Small,0,4.572591094450519,166.23645178891266,0.027342071931914007
160,Account/Access,High,2.41951066224391,90.0,Enterprise,1,4.119860395797315,306.08216486602475,0.013416150031359675
161,Hardware,Medium,1.772420477216416,90.0,Enterprise,0,4.965248054795514,144.32678309525505,0.034166090716678296
162,Unknown,Medium,2.7660447348194888,60.0,Medium,0,4.545955275584132,165.96268408916933,0.027227372992855606
163,Software,Medium,1.772420477216416,40.0,Small,0,4.189826989574005,116.6726601182056,0.03560578120155695
164,Hardware,Low,2.0584297983505184,40.0,Small,0,4.812519045494772,82.33719193402074,0.0577475546488885
165,Network,Low,1.918238881268548,60.0,Medium,1,4.54582835360295,265.0943328761129,0.0170835218641029
166,Software,Low,1.761595179514444,40.0,Small,1,4.793392127070511,220.46380718057776,0.021644133134413525
167,Account/Access,Low,2.411470224221672,40.0,Small,0,4.182511831598615,96.45880896886688,0.04291568792857621
168,Account/Access,High,2.938109955105705,60.0,Medium,0,4.521035691070727,176.28659730634232,0.025501283005948866
169,Software,Low,1.7728280383430333,40.0,Small,0,4.128654593036196,70.91312153372132,0.05741170046554296
170,Other,High,2.41951066224391,40.0,Small,0,3.0012422787848965,421.9042985456485,0.007096741009978032
171,Software,Low,1.3905884008002003,40.0,Small,0,4.59555390020087,56.1227448305813,0.08045050905433013
172,Network,Critical,5.1544714044033855,60.0,Medium,1,3.692968716593647,459.2682842642032,0.008023513335265589
173,Unknown,Medium,8.763781081061985,40.0,Small,0,4.490744021435182,350.5512432424794,0.0127740808993178
174,Other,Medium,0.3367341795472316,60.0,Medium,0,5.0,20.2040507728339,0.235804000545305
175,Hardware,Medium,0.765081014987492,60.0,Medium,1,4.622854116495736,195.9048608992495,0.023477602814798545
176,Hardware,Low,1.6216165883827602,40.0,Small,0,3.9394027037079473,64.86466353531041,0.05981056445533972
177,Software,Medium,2.9710083705469668,60.0,Medium,0,4.85496098801806,178.260502232818,0.027083272263248415
178,Other,High,3.204569107260238,60.0,Medium,0,4.490744021435182,192.27414643561423,0.023235099490821923
179,Account/Access,Low,1.3905884008002003,90.0,Enterprise,0,5.0,88.33259155208152,0.055970614006926746
180,Unknown,Medium,1.7733893770063525,60.0,Medium,1,4.267770176419687,256.4033626203812,0.016580087116864126
181,Unknown,Medium,2.5966556721550687,90.0,Enterprise,0,3.860969837798466,233.69901049395617,0.016450729083486663
182,Account/Access,Medium,0.5997056248217405,40.0,Small,0,4.7361164253859735,23.98822499286962,0.18953392754937268
183,Unknown,Medium,6.389509977916824,40.0,Small,0,3.5682401089905103,255.58039911667296,0.013906908404830836
184,Unknown,Low,2.209782826174969,60.0,Medium,0,4.490744021435182,132.58696957049813,0.03361663219005258
185,Account/Access,High,1.5946415756953618,40.0,Small,0,4.598338163539217,63.78566302781447,0.07097771248501399
186,Network,Medium,5.111858064528928,40.0,Small,0,4.0971237765060815,204.4743225811571,0.019939833479133737
187,Unknown,Low,1.3905884008002003,60.0,Medium,0,4.862780214390707,75.77394049095217,0.06333894265807272
188,Hardware,High,2.41951066224391,90.0,Enterprise,3,4.037471391559017,731.3868173707431,0.005512758143372207
189,Account/Access,Medium,1.3811454394255027,90.0,Enterprise,0,4.082235568460992,124.30308954829523,0.03257888997930563
190,Unknown,Low,0.652045945482789,40.0,Small,0,3.997145699241352,26.081837819311563,0.14759506817484375
191,Other,High,4.722098126266831,40.0,Small,0,4.490744021435182,188.8839250506732,0.02364994309147951
192,Software,Critical,1.936283415064188,60.0,Medium,0,4.192025960320995,116.17700490385128,0.03577515881858161
193,Hardware,Medium,2.101851497560416,90.0,Enterprise,0,4.782795382937578,189.16663478043745,0.02515054961381473
194,Account/Access,High,0.3188349933425931,40.0,Small,0,5.0,12.753399733703723,0.36354647554866965
195,Hardware,High,2.4648971964300777,60.0,Medium,0,4.563098992124802,147.89383178580465,0.030646662372751442
196,Hardware,Critical,3.475780003595937,40.0,Small,0,4.894907719698471,123.8812250823289,0.03919650625201239
197,Network,Low,1.3905884008002003,40.0,Small,0,4.917751435774121,28.9546360684787,0.16417329940286193
198,Account/Access,Medium,2.9946742051138617,40.0,Small,0,4.181237717061104,119.78696820455448,0.034616629419658235
199,Hardware,Medium,4.535536493733417,40.0,Small,1,3.697046523617257,331.4214597493367,0.011121563951993428
200,Software,Medium,1.772420477216416,40.0,Small,0,4.490744021435182,78.83942239945407,0.05624720077466253
201,Account/Access,Medium,2.3393596575568623,60.0,Medium,0,4.931395052913082,140.36157945341174,0.0348849742057269
202,Other,Medium,1.4513326176495709,60.0,Medium,0,4.354058957895889,87.07995705897424,0.049433027708910136
203,Network,High,4.696550337391161,90.0,Enterprise,0,4.593560500699764,422.68953036520446,0.010841807907644751
204,Hardware,High,2.846992225089205,60.0,Medium,1,4.15902661212728,320.8195335053523,0.012923474740100293
205,Hardware,Low,1.2352658287093443,60.0,Medium,0,4.670437513430727,74.11594972256067,0.06217637573219668
206,Software,Medium,1.876771476137311,40.0,Small,0,4.526694209236258,75.07085904549244,0.05950628487748734
207,Unknown,Medium,2.771894328728958,40.0,Small,0,4.098097356577171,110.87577314915832,0.036630784675010776
208,Network,Medium,1.317515501755501,40.0,Small,0,5.0,52.70062007022004,0.09310879452531268
209,Hardware,High,2.406943701834845,40.0,Small,2,4.520406473942493,396.2777480733938,0.011378453728818924
210,Unknown,Medium,8.848605938335147,90.0,Enterprise,0,2.6734338249384204,796.3745344501633,0.003352795592828796
211,Network,Medium,3.3790721524613483,40.0,Small,1,4.549157666948279,285.1628860984539,0.015897091789125822
212,Network,Medium,1.6418189989993035,40.0,Small,2,4.729983687078999,365.67275995997215,0.01289974114137998
213,Unknown,High,2.2479082860834336,40.0,Small,0,4.490744021435182,89.91633144333734,0.04939425018742635
214,Unknown,High,3.538731736169406,40.0,Small,2,3.708419617207096,441.5492694467762,0.008379676282920842
215,Account/Access,High,1.812174773177166,60.0,Medium,1,4.768234852981044,258.73048639062995,0.01835839496257557
216,Account/Access,Low,1.2018266898915866,40.0,Small,1,4.490744021435182,198.07306759566347,0.022558270064719728
217,Unknown,Medium,0.661582742680173,60.0,Medium,0,5.0,39.694964560810384,0.12286532385422065
218,Hardware,Medium,4.53993473323407,40.0,Small,0,4.490744021435182,181.5973893293628,0.0245936923738539
219,Unknown,Critical,3.0220060189142046,40.0,Small,1,4.490744021435182,270.8802407565682,0.01651736076494074
220,Software,Medium,6.561369241123125,40.0,Small,0,3.993121294400552,262.454769644925,0.01515676220165738
221,Software,Low,1.3905884008002003,40.0,Small,0,4.490744021435182,37.695518930616046,0.11605333499952336
222,Unknown,Medium,4.2819521076842,90.0,Enterprise,0,4.298390402704559,385.375689691578,0.011124898686394382
223,Network,Medium,1.019044598084522,90.0,Enterprise,0,4.832914695472904,91.71401382760698,0.052127121844376796
224,Other,Medium,1.4064139957795505,40.0,Small,1,4.124298580942935,206.256559831182,0.01989948392611711
225,Software,High,2.41951066224391,90.0,Enterprise,1,4.659434792645889,199.07497104355664,0.023288444168418857
226,Other,Low,1.3905884008002003,90.0,Enterprise,0,5.0,79.93014866285091,0.06178167324058226
227,Unknown,Medium,1.772420477216416,40.0,Small,0,4.453485740299576,74.63547462209762,0.05888091219828808
228,Network,Medium,1.772420477216416,40.0,Small,0,3.8233880208264654,118.15212427650116,0.03208829086382057
229,Unknown,Medium,2.0119153728530548,40.0,Small,1,4.024465852224236,230.4766149141222,0.017386057998633308
230,Hardware,High,0.9644738166742738,90.0,Enterprise,1,5.0,236.80264350068464,0.02102583859622067
231,Hardware,Medium,0.8455114012849632,90.0,Enterprise,2,4.468451568512808,376.0960261156467,0.011849638444989704
232,Software,Medium,2.234589246772652,60.0,Medium,0,4.490744021435182,134.07535480635914,0.033246213033258414
233,Unknown,High,1.9116257847259632,60.0,Medium,0,5.0,114.6975470835578,0.04321612796500306
234,Network,Low,3.5299190315061084,40.0,Small,1,4.205155781723073,291.1967612602444,0.014391520849123172
235,Other,Medium,2.0271553073496187,60.0,Medium,0,4.497402513902138,121.62931844097712,0.036674773790468296
236,Account/Access,Medium,1.442473587390845,90.0,Enterprise,1,3.996510211918301,279.8226228651761,0.014231439658040084
237,Unknown,High,0.454177070525313,40.0,Small,0,4.686795701040737,18.16708282101252,0.244523162173781
238,Account/Access,Low,1.3905884008002003,90.0,Enterprise,0,3.974749631247995,210.68720725433943,0.01877652260050077
239,Hardware,Low,2.621220894686264,40.0,Small,1,4.370269604724597,254.84883578745053,0.017081451988139006
240,Hardware,Low,5.516174412163221,60.0,Medium,2,4.490744021435182,630.9704647297933,0.007105939710893379
241,Account/Access,High,3.2159904199532026,90.0,Enterprise,1,4.490744021435182,439.4391377957882,0.010196060331762201
242,Account/Access,Medium,1.772420477216416,40.0,Small,0,4.980758756906844,65.19823274579437,0.0752400562720955
243,Unknown,Critical,4.5523859603337415,90.0,Enterprise,0,4.557168031686063,409.7147364300368,0.011095701292087323
244,Network,High,2.928535605677573,60.0,Medium,1,4.633421657554401,325.7121363406544,0.014181969820439271
245,Network,High,0.7567117431345421,60.0,Medium,1,4.900739116598793,195.4027045880725,0.02495250320955312
246,Account/Access,High,2.41951066224391,90.0,Enterprise,0,3.750752392127865,526.1883830304138,0.007114633995854727
247,Unknown,Low,4.029862224522419,90.0,Enterprise,0,4.266280732685752,362.6876002070177,0.01173061916396739
248,Unknown,Medium,0.2746667728422322,60.0,Medium,0,5.0,16.480006370533932,0.28604108568452846
249,Software,Medium,0.7279496296500334,90.0,Enterprise,0,4.823101897809828,65.51546666850301,0.0725109833754456
250,Unknown,Low,1.3905884008002003,40.0,Small,0,3.5212878307196496,207.05757710911516,0.016924583471780608
251,Network,Medium,6.640588975663229,40.0,Small,0,4.490744021435182,265.6235590265292,0.016843012814889136
252,Account/Access,Low,2.277650699731322,40.0,Small,0,4.266118070068254,91.10602798925288,0.04631746871731385
253,Software,Medium,1.2103511820984934,40.0,Small,1,4.890226014870134,198.4140472839397,0.024522976598068274
254,Software,Medium,1.1253799085468477,90.0,Enterprise,0,4.834867314347613,101.28419176921628,0.04726895946204981
255,Unknown,Medium,0.5166727807628667,60.0,Medium,0,5.0,31.000366845772003,0.15624820878141327
256,Account/Access,Medium,0.4778002009609291,40.0,Small,0,5.0,19.112008038437164,0.2486076969760665
257,Unknown,Medium,1.9556010134412376,40.0,Small,1,3.9900729003207775,228.2240405376495,0.01740686924007614
258,Hardware,High,4.165764484630708,40.0,Small,0,3.88500995288174,166.63057938522832,0.023176021744539105
259,Hardware,High,3.5228415036942606,40.0,Small,1,4.287299363629234,290.91366014777043,0.014686874747344638
260,Unknown,Medium,4.470337129476516,60.0,Medium,1,4.010354098269393,418.2202277685909,0.00956622279324533
261,Hardware,Medium,2.771459611723251,60.0,Medium,0,4.532254595692177,166.28757670339505,0.02709259518851167
262,Unknown,Medium,1.772420477216416,40.0,Small,0,4.5850445028182,10.636097712654076,0.3940362668003411
263,Software,Medium,1.772420477216416,40.0,Small,0,4.804262157629101,53.58615563526816,0.08801246582979849
264,Hardware,High,0.4582775056215468,40.0,Small,0,4.921982166999463,18.33110022486187,0.25461469392566005
265,Unknown,Medium,1.5844931876693145,40.0,Small,0,4.490744021435182,63.37972750677258,0.06975400790509353
